complaint_id,customer_name,complaint_date,complaint_category,resolution_status,customer_location_city,complaint_location_country,employee_responsible,satisfaction_rating,follow_up_required,escalation_level,complaint_channel,resolution_date,complaint_status,response_method,complaint_priority,Diff  in Days,Difference in Hours
ibnb-9224-7279,Ardelis Cardello,2024-02-07 10:08:43,account_deactivation,Pending,Nahariya,Israel,acardelloc9@wise.com,,TRUE,,Email,,In Progress,Email,Low,,
jftf-0054-3344,Rheta Van Schafflaer,2024-06-11 20:06:51,assets/_investments,Escalated,Lazaro Cardenas,Mexico,rvanca@wise.com,,TRUE,Level 3,Chat,,Closed,Email,Medium,,
ktvq-7254-4294,Hermia O'Henecan,2024-05-15 23:45:12,verification,Resolved,Al Baqāliţah,Tunisia,hohenecancb@wise.com,3,FALSE,,Phone,2024-05-17 20:17:25,Closed,Call,Medium,2,48
ritd-2082-5210,Fania Dominguez,2024-06-01 08:24:49,fees,Escalated,Banyupoh,Indonesia,fdominguezcc@wise.com,3,TRUE,Level 1,Phone,2024-06-08 06:24:43,Closed,Call,High,7,168
ooll-2824-3047,Mark Vaskov,2024-02-19 03:56:08,exchange_rate,Resolved,Xingpinglu,China,mvaskovcd@wise.com,3,TRUE,,Chat,2024-02-27 12:55:42,Closed,Email,Medium,8,192
tbmf-2590-8099,Sharia Brinded,2024-04-25 13:42:24,technical_issues,Escalated,Duncans,Jamaica,sbrindedce@wise.com,,TRUE,Level 1,Email,,Closed,Email,High,,
radc-4278-8924,Marthena Wickett,2024-02-04 19:18:11,hat,Resolved,Gibbons,Canada,mwickettcf@wise.com,,TRUE,,Email,,Closed,Chat,High,,
gejf-5026-8637,Kellyann Morat,2024-03-16 07:51:02,fees,Resolved,Tangwang,China,kmoratcg@wise.com,,FALSE,,Phone,,Closed,Call,High,,
welx-5740-6234,Alma Fadell,2024-06-03 12:34:59,privacy,Escalated,São Torcato,Portugal,afadellch@wise.com,5,FALSE,Level 3,Phone,2024-06-04 13:46:36,Closed,Call,Medium,1,24
fzcd-8486-5382,Antonie Uren,2024-05-24 09:38:08,privacy,Resolved,Cipolletti,Argentina,aurenci@wise.com,,FALSE,,Phone,,Closed,Email,Low,,
putr-0577-0142,Livy Agostini,2024-01-18 18:46:25,assets/_investments,Escalated,Sagrada Familia,Philippines,lagostinicj@wise.com,3,FALSE,Level 3,Chat,2024-01-20 06:18:53,Closed,Email,High,2,48
xnmq-0214-4612,Deana Stuckow,2024-06-23 14:02:10,hat,Escalated,Maleevsk,Kazakhstan,dstuckowck@wise.com,,FALSE,Level 3,Email,,Closed,Chat,Low,,
wxrx-3560-9122,Casar Domanek,2024-03-25 15:30:29,other,Escalated,Kalisari,Indonesia,cdomanekcl@wise.com,5,FALSE,Level 1,Phone,2024-04-03 06:37:44,Closed,Call,Low,9,216
brgx-1738-1794,Gaylene Simmance,2024-02-19 10:34:16,privacy,Escalated,Lajas,Peru,gsimmancecm@wise.com,,FALSE,Level 1,Chat,,Closed,Email,Low,,
rnyr-9452-7474,Avrit Ismay,2024-03-05 05:06:22,plastic,Pending,El Paisnal,El Salvador,aismaycn@wise.com,,FALSE,,Email,,In Progress,Chat,Low,,
pzyk-0178-5452,Gretal Pritty,2024-04-09 11:29:25,scam,Pending,Shanmei,China,gprittyco@wise.com,,FALSE,,Chat,,Open,Call,High,,
asgs-7769-5771,Ambur Deesly,2024-03-27 17:43:30,kyc_transfer_on_hold,Pending,Zhuping,China,adeeslycp@wise.com,,TRUE,,Chat,,In Progress,Email,Medium,,
ssrz-6805-0225,Kurt Treend,2024-06-17 00:19:34,customer_service,Resolved,Cibunar,Indonesia,ktreendcq@wise.com,5,FALSE,,Chat,2024-06-26 07:08:40,Closed,Call,Low,9,216
nugb-8812-4443,Novelia Suermeier,2024-05-09 06:57:39,fees,Resolved,Espinal,Colombia,nsuermeiercr@wise.com,,TRUE,,Email,,Closed,Chat,Medium,,
uwmo-1959-9328,Renata Gilby,2024-01-19 23:58:23,customer_service,Pending,Göteborg,Sweden,rgilbycs@wise.com,,TRUE,,Email,,In Progress,Email,Medium,,
pbzy-5014-3569,Whitaker Finlaison,2024-03-17 03:54:34,scam,Pending,Jangdam,China,wfinlaisonct@wise.com,,TRUE,,Email,,Open,Email,Medium,,
pppj-9021-9164,Allina Foreman,2024-02-08 00:13:36,account_deactivation,Resolved,Oliveira,Portugal,aforemancu@wise.com,2,TRUE,,Email,2024-02-13 16:23:17,Closed,Call,High,5,120
sheb-7912-9527,Hilliard MacGaughey,2024-04-14 05:55:41,hat,Escalated,Ambanja,Madagascar,hmacgaugheycv@wise.com,,TRUE,Level 3,Email,,Closed,Call,Low,,
vioq-7902-5819,Helga Zanetto,2024-04-05 13:32:19,exchange_rate,Pending,Datian,China,hzanettocw@wise.com,,TRUE,,Email,,Open,Email,High,,
fibs-1872-9648,Georas Wear,2024-06-25 19:08:48,plastic,Resolved,Jianghua,China,gwearcx@wise.com,,FALSE,,Phone,,Closed,Chat,Low,,
dbtw-6357-6729,Ninon Thorrington,2024-06-15 19:26:14,technical_issues,Resolved,Merapit,Indonesia,nthorringtoncy@wise.com,,TRUE,,Phone,,Closed,Chat,High,,
cqiz-6148-9653,Pia Ridgway,2024-02-27 06:41:26,assets/_investments,Pending,Yanshang,China,pridgwaycz@wise.com,,TRUE,,Chat,,In Progress,Chat,Medium,,
ngon-3943-0479,Anthia Harrington,2024-06-16 15:49:44,account_deactivation,Pending,Mantes-la-Jolie,France,aharringtond0@wise.com,,TRUE,,Phone,,In Progress,Chat,Medium,,
cnnf-3756-7994,Hercules Elderkin,2024-03-20 19:08:26,other,Escalated,Estaca,Philippines,helderkind1@wise.com,2,FALSE,Level 1,Chat,2024-03-21 17:05:33,Closed,Email,High,1,24
lzgb-2282-0068,Windham Burgoine,2024-05-25 06:38:54,plastic,Resolved,Agodim,Portugal,wburgoined2@wise.com,,TRUE,,Email,,Closed,Call,High,,
wrpk-0351-6709,Marja MacGuffog,2024-03-31 15:59:06,scam,Resolved,Izborsk,Russia,mmacguffogd3@wise.com,5,FALSE,,Chat,2024-04-10 13:53:07,Closed,Email,Medium,10,240
nkwq-4204-8547,Shannen Barwise,2024-02-24 18:55:47,account_deactivation,Pending,Progreso,Mexico,sbarwised4@wise.com,,TRUE,,Email,,In Progress,Email,Medium,,
azxa-2985-4712,Florri Gerring,2024-05-26 23:09:53,assets/_investments,Pending,Uva,Russia,fgerringd5@wise.com,,TRUE,,Email,,In Progress,Call,Medium,,
ddvz-2529-9381,Griffith Lancetter,2024-01-20 12:46:27,hat,Resolved,Huaxian,China,glancetterd6@wise.com,1,FALSE,,Chat,2024-01-25 18:35:11,Closed,Email,Medium,5,120
ymhf-5354-6863,Meryl Conahy,2024-05-12 12:41:59,exchange_rate,Resolved,Chaviña,Peru,mconahyd7@wise.com,,TRUE,,Phone,,Closed,Email,High,,
unsj-1935-8456,Lory Luckcuck,2024-01-21 23:46:01,hat,Escalated,Demuk,Indonesia,lluckcuckd8@wise.com,,TRUE,Level 2,Phone,,Closed,Chat,High,,
vsqq-0215-6544,Larissa Courtese,2024-02-24 22:22:28,hat,Resolved,Capitán Sarmiento,Argentina,lcourtesed9@wise.com,,FALSE,,Phone,,Closed,Email,Low,,
mihf-2922-0635,Nike Fewster,2024-06-01 21:46:38,assets/_investments,Escalated,Lajeosa,Portugal,nfewsterda@wise.com,,FALSE,Level 2,Email,,Closed,Chat,Medium,,
kamo-2404-7815,Maryanne Keogh,2024-01-04 12:00:39,where_s_my_money,Pending,Toksovo,Russia,mkeoghdb@wise.com,,FALSE,,Chat,,In Progress,Call,High,,
chlv-9417-2848,Granthem Kynvin,2024-06-18 14:56:07,customer_service,Escalated,Tabuny,Russia,gkynvindc@wise.com,,TRUE,Level 2,Email,,Closed,Call,Medium,,
uxrj-4036-4144,Dorella Winfield,2024-04-13 13:47:42,scam,Pending,Lugait,Philippines,dwinfielddd@wise.com,,FALSE,,Phone,,Open,Call,Medium,,
qumf-2309-3742,Jarrad Ellerby,2024-02-05 06:34:30,kyc_transfer_on_hold,Pending,Niños Heroes,Mexico,jellerbyde@wise.com,,FALSE,,Chat,,Open,Email,Medium,,
xjfb-3107-9444,Brennen Hellwing,2024-04-27 01:58:25,verification,Escalated,Wuyahe,China,bhellwingdf@wise.com,,TRUE,Level 2,Chat,,Closed,Call,Low,,
keir-9434-7425,Chery Lochran,2024-01-27 16:07:30,account_deactivation,Escalated,Namie,Japan,clochrandg@wise.com,5,FALSE,Level 1,Phone,2024-01-31 18:04:58,Closed,Email,Low,4,96
dmnx-3260-7729,Gay Murney,2024-02-22 00:49:01,referrals,Resolved,Ōdate,Japan,gmurneydh@wise.com,,FALSE,,Email,,Closed,Email,High,,
csdj-0552-4297,Shelby Blondel,2024-03-29 09:47:34,privacy,Escalated,Xinzha,China,sblondeldi@wise.com,,FALSE,Level 3,Phone,,Closed,Email,Medium,,
iyvi-9941-4610,Gery Pucknell,2024-06-17 21:47:43,referrals,Pending,Tiannan,China,gpucknelldj@wise.com,,TRUE,,Phone,,Open,Chat,Low,,
kxwf-9250-2706,Tadio Feehily,2024-01-25 03:42:04,other,Resolved,Kentongan,Indonesia,tfeehilydk@wise.com,5,FALSE,,Chat,2024-02-01 04:27:44,Closed,Call,High,7,168
mwil-3035-5740,Rollo Sherme,2024-03-29 05:20:25,exchange_rate,Escalated,Dubna,Russia,rshermedl@wise.com,,TRUE,Level 1,Chat,,Closed,Call,Medium,,
muna-5695-9012,Peri Dowling,2024-01-02 05:46:09,customer_service,Resolved,Tutong,Brunei,pdowlingdm@wise.com,,FALSE,,Email,,Closed,Call,Low,,
qodz-7168-1611,Erminia Grandin,2024-06-21 19:29:13,fees,Pending,Magugu,Tanzania,egrandindn@wise.com,,FALSE,,Chat,,In Progress,Email,Medium,,
nehu-7807-5482,Mirilla Bly,2024-06-21 10:47:02,scam,Pending,Danirai,Indonesia,mblydo@wise.com,,FALSE,,Phone,,In Progress,Call,Medium,,
bari-7691-2448,Naoma Jennins,2024-05-15 01:19:16,other,Pending,Chandra,Comoros,njenninsdp@wise.com,,TRUE,,Email,,Open,Email,High,,
qnpt-0196-5369,Jacenta Dible,2024-04-14 06:57:47,plastic,Escalated,Ręczno,Poland,jdibledq@wise.com,,FALSE,Level 1,Email,,Closed,Call,High,,
yrnr-5762-7369,Susie Shillaber,2024-06-08 00:30:41,kyc_transfer_on_hold,Resolved,Toulouse,France,sshillaberdr@wise.com,,FALSE,,Phone,,Closed,Call,High,,
mbot-0660-2637,Marlowe Ramstead,2024-05-23 17:30:44,exchange_rate,Resolved,Uhniv,Ukraine,mramsteadds@wise.com,3,TRUE,,Phone,2024-05-25 07:42:42,Closed,Chat,Low,2,48
yqxi-1276-8650,Georgetta Biaggelli,2024-01-02 13:04:51,assets/_investments,Resolved,Klippan,Sweden,gbiaggellidt@wise.com,,FALSE,,Email,,Closed,Call,High,,
atqy-1404-7627,Peirce Cranny,2024-05-28 20:35:03,privacy,Pending,Weiting,China,pcrannydu@wise.com,,FALSE,,Phone,,In Progress,Chat,Low,,
jxzu-8491-6296,Stern Magog,2024-03-02 11:51:33,other,Escalated,Diveyevo,Russia,smagogdv@wise.com,,TRUE,Level 1,Phone,,Closed,Email,Low,,
dhfo-9389-4590,Darci Miguel,2024-05-20 05:42:14,where_s_my_money,Escalated,Nykvarn,Sweden,dmigueldw@wise.com,,FALSE,Level 1,Email,,Closed,Chat,Medium,,
rpvi-0341-6577,Evin Mattioni,2024-05-30 17:42:42,hat,Resolved,Lille,France,emattionidx@wise.com,1,TRUE,,Chat,2024-06-07 14:52:01,Closed,Email,Low,8,192
ltxl-6723-9719,Weylin Trollope,2024-06-17 01:38:11,kyc_transfer_on_hold,Escalated,Panognawan,Philippines,wtrollopedy@wise.com,3,TRUE,Level 3,Chat,2024-06-26 04:49:02,Closed,Email,Low,9,216
anrt-4293-7077,Arie Angelo,2024-06-08 16:31:22,verification,Pending,San Lorenzo,Peru,aangelodz@wise.com,,TRUE,,Email,,Open,Call,Medium,,
upcf-8727-7376,Ana Teaser,2024-03-28 16:21:58,fees,Escalated,San Juan,Philippines,ateasere0@wise.com,,TRUE,Level 3,Email,,Closed,Call,Low,,
zmhg-2625-3749,Garrik Livingstone,2024-02-19 09:35:45,hat,Escalated,Samborondón,Ecuador,glivingstonee1@wise.com,1,FALSE,Level 3,Phone,2024-02-22 07:37:07,Closed,Chat,Low,3,72
wads-3442-9298,Tito Ghirigori,2024-05-17 05:02:59,privacy,Pending,Železný Brod,Czech Republic,tghirigorie2@wise.com,,FALSE,,Email,,In Progress,Email,High,,
xugr-5452-5401,Dallon Pentycost,2024-05-15 11:40:45,technical_issues,Escalated,Zbrosławice,Poland,dpentycoste3@wise.com,,FALSE,Level 3,Email,,Closed,Call,High,,
ypeg-2130-1650,Weidar Prangnell,2024-06-13 10:51:51,kyc_transfer_on_hold,Pending,Wuqiao,China,wprangnelle4@wise.com,,TRUE,,Email,,In Progress,Call,High,,
nykq-0159-2202,Wyndham Bilbrey,2024-01-23 12:36:46,scam,Resolved,Jurh,China,wbilbreye5@wise.com,,TRUE,,Phone,,Closed,Email,Medium,,
ifdk-9417-0199,Alysia Byles,2024-05-10 03:20:02,plastic,Resolved,Lunao,Philippines,abylese6@wise.com,,FALSE,,Email,,Closed,Call,Medium,,
hils-2660-4465,Antonella Cheson,2024-06-15 18:15:41,fees,Pending,San Antonio,Honduras,achesone7@wise.com,,FALSE,,Email,,In Progress,Email,Low,,
hkew-6844-4684,Stearn Tooting,2024-05-13 02:41:57,fees,Pending,Donggaocun,China,stootinge8@wise.com,,TRUE,,Phone,,In Progress,Call,High,,
wopt-8413-7057,Fidelity Rodders,2024-03-08 19:03:37,kyc_transfer_on_hold,Escalated,Sagara,Japan,frodderse9@wise.com,,FALSE,Level 1,Phone,,Closed,Email,Low,,
wlit-7322-1089,Falkner Arendsen,2024-02-03 13:37:02,referrals,Pending,Blobo,Indonesia,farendsenea@wise.com,,TRUE,,Phone,,Open,Call,High,,
ugax-7921-6487,Edwin Lippitt,2024-04-16 09:45:56,plastic,Resolved,Roberval,Canada,elippitteb@wise.com,,TRUE,,Email,,Closed,Chat,Medium,,
atwd-6181-9603,Davine Muffitt,2024-02-19 09:26:06,other,Pending,Ouro Preto do Oeste,Brazil,dmuffittec@wise.com,,TRUE,,Chat,,In Progress,Call,Medium,,
usik-0985-1744,Tallou Gallaway,2024-06-18 15:13:21,verification,Pending,Zhabagly,Kazakhstan,tgallawayed@wise.com,,TRUE,,Email,,In Progress,Chat,Low,,
qkvj-2699-6717,Felicdad Macvey,2024-05-24 23:22:15,account_deactivation,Escalated,Sułoszowa,Poland,fmacveyee@wise.com,2,FALSE,Level 3,Phone,2024-05-28 02:01:08,Closed,Email,Medium,4,96
xtwj-5733-7896,Sasha McGauhy,2024-06-27 05:36:58,where_s_my_money,Resolved,Gantang,China,smcgauhyef@wise.com,1,FALSE,,Chat,2024-06-30 14:12:13,Closed,Chat,High,3,72
zrdo-2569-5198,Faun Payler,2024-03-18 04:25:07,where_s_my_money,Escalated,Sosnowiec,Poland,fpaylereg@wise.com,1,TRUE,Level 3,Email,2024-03-23 08:10:36,Closed,Call,High,5,120
kdep-9226-8868,Roland Segoe,2024-01-26 11:28:16,plastic,Escalated,Thepharak,Thailand,rsegoeeh@wise.com,,TRUE,Level 1,Email,,Closed,Call,Low,,
vpyo-7254-7114,Antonino Rohmer,2024-04-19 16:13:56,privacy,Escalated,Kauman,Indonesia,arohmerei@wise.com,3,FALSE,Level 3,Email,2024-04-22 17:01:47,Closed,Chat,Low,3,72
teas-4315-5361,Drusi Cholwell,2024-05-01 02:06:32,plastic,Escalated,Zhongshan Donglu,China,dcholwellej@wise.com,,TRUE,Level 1,Email,,Closed,Call,High,,
ycgx-8370-0686,Iggy Heiner,2024-02-18 09:28:53,plastic,Resolved,Nybro,Sweden,iheinerek@wise.com,1,FALSE,,Email,2024-02-27 16:14:00,Closed,Email,Low,9,216
cily-7185-5236,Marabel Curtis,2024-01-18 08:11:11,assets/_investments,Pending,Zürich,Switzerland,mcurtisel@wise.com,,FALSE,,Chat,,Open,Call,Medium,,
pmte-6160-9787,Maurits Avramow,2024-06-21 04:38:20,privacy,Resolved,Bajina Bašta,Serbia,mavramowem@wise.com,,TRUE,,Email,,Closed,Call,Medium,,
uwpj-6157-8531,Clareta Gredden,2024-03-13 02:13:52,referrals,Resolved,Troyes,France,cgreddenen@wise.com,,TRUE,,Chat,,Closed,Email,Medium,,
lpxq-6736-6977,Elle Sannes,2024-01-01 08:07:32,account_deactivation,Pending,Xiaoyue,China,esanneseo@wise.com,,FALSE,,Phone,,Open,Email,High,,
ffzu-1840-5199,Carly Ordemann,2024-01-13 13:10:39,plastic,Pending,Qingkenpao,China,cordemannep@wise.com,,TRUE,,Email,,In Progress,Chat,High,,
wlfm-5736-4270,Welch Sheerin,2024-03-11 02:08:27,fees,Pending,Shiqiao,China,wsheerineq@wise.com,,TRUE,,Chat,,In Progress,Chat,High,,
xjkc-7130-6382,Alejandra Denniston,2024-02-02 12:31:06,technical_issues,Escalated,Caridade,Portugal,adennistoner@wise.com,,TRUE,Level 3,Phone,,Closed,Email,High,,
ycac-0766-2618,Ayn Hallawell,2024-04-05 07:36:01,referrals,Pending,Carhué,Argentina,ahallawelles@wise.com,,TRUE,,Phone,,In Progress,Chat,Medium,,
ydfo-7678-8086,Irena Whitmarsh,2024-03-23 21:39:53,verification,Resolved,Ami,Japan,iwhitmarshet@wise.com,3,FALSE,,Chat,2024-03-26 21:26:31,Closed,Email,High,3,72
wwyg-9015-1634,Malynda Messruther,2024-05-01 04:44:42,scam,Escalated,Halmstad,Sweden,mmessruthereu@wise.com,5,TRUE,Level 2,Email,2024-05-03 19:42:55,Closed,Email,Medium,2,48
tkyu-6275-6171,Hagan Pykerman,2024-03-22 00:14:25,other,Resolved,Chengfeng,China,hpykermanev@wise.com,,TRUE,,Chat,,Closed,Chat,High,,
kbay-8793-3513,Arabele Labell,2024-03-20 18:57:35,account_deactivation,Pending,Zinat,Morocco,alabellew@wise.com,,TRUE,,Email,,In Progress,Call,Medium,,
vkmn-0092-7266,Elvina Kindley,2024-04-14 00:40:27,scam,Pending,Udënisht,Albania,ekindleyex@wise.com,,TRUE,,Chat,,In Progress,Call,Medium,,
ncui-8478-1419,Erhard Cowper,2024-01-10 03:20:18,exchange_rate,Escalated,El Paso,United States,ecowperey@wise.com,,FALSE,Level 1,Phone,,Closed,Chat,Medium,,
cfuz-7489-4403,Andromache Ruddick,2024-05-17 12:05:51,privacy,Resolved,Tigarunggu,Indonesia,aruddickez@wise.com,1,TRUE,,Phone,2024-05-22 23:06:59,Closed,Chat,Medium,5,120
koyn-7890-2504,Agnesse Gorsse,2024-03-30 15:00:04,plastic,Pending,Lantapan,Philippines,agorssef0@wise.com,,TRUE,,Email,,In Progress,Email,Low,,
fbnh-7312-2343,Ealasaid Cowper,2024-06-21 14:14:21,exchange_rate,Pending,Llama,Peru,ecowperf1@wise.com,,TRUE,,Chat,,Open,Chat,High,,
zuiy-4129-7301,Gay Overington,2024-01-04 23:06:03,account_deactivation,Pending,Volkhovskiy,Russia,goveringtonf2@wise.com,,TRUE,,Phone,,In Progress,Call,Medium,,
qlrf-0880-4857,Sibley Ziemsen,2024-02-14 14:55:01,other,Resolved,Guaíba,Brazil,sziemsenf3@wise.com,,FALSE,,Phone,,Closed,Email,High,,
rfix-8019-4750,Jerry Keble,2024-03-30 06:55:14,plastic,Pending,Tentúgal,Portugal,jkeblef4@wise.com,,FALSE,,Email,,In Progress,Chat,High,,
lrgt-9340-2327,Ricoriki Pedro,2024-02-24 15:26:42,fees,Resolved,Pelileo,Ecuador,rpedrof5@wise.com,4,FALSE,,Chat,2024-03-01 23:53:27,Closed,Email,Low,6,144
pciq-6800-8973,Jourdain Ivetts,2024-02-22 14:05:46,exchange_rate,Pending,Onguday,Russia,jivettsf6@wise.com,,TRUE,,Chat,,Open,Email,Medium,,
qamf-4759-0772,Merralee Wilcocke,2024-04-20 12:36:05,hat,Resolved,Gaoping,China,mwilcockef7@wise.com,,TRUE,,Chat,,Closed,Chat,High,,
ofce-5893-8680,Kirbie Thunder,2024-04-23 16:11:25,kyc_transfer_on_hold,Pending,Tangchi,China,kthunderf8@wise.com,,FALSE,,Email,,In Progress,Email,Low,,
xzzj-7094-6939,Jae Beddon,2024-02-16 09:21:51,scam,Escalated,Chekmagush,Russia,jbeddonf9@wise.com,,FALSE,Level 3,Email,,Closed,Chat,Low,,
xgtk-8343-4278,Neill Geindre,2024-03-23 01:06:08,privacy,Resolved,Hà Tiên,Vietnam,ngeindrefa@wise.com,3,TRUE,,Chat,2024-03-28 02:54:38,Closed,Email,High,5,120
mqhv-4956-2566,Neils Goodisson,2024-02-18 00:58:43,privacy,Resolved,Aleysk,Russia,ngoodissonfb@wise.com,,TRUE,,Chat,,Closed,Chat,Low,,
wjjf-2833-9575,Brice Bearns,2024-03-23 00:34:24,kyc_transfer_on_hold,Pending,Lolotique,El Salvador,bbearnsfc@wise.com,,FALSE,,Email,,Open,Call,High,,
laoy-4164-2697,Leyla Ratter,2024-02-20 08:45:25,exchange_rate,Resolved,Cabimas,Venezuela,lratterfd@wise.com,5,FALSE,,Email,2024-02-22 12:08:40,Closed,Call,Medium,2,48
igtr-7027-1683,Miriam Houten,2024-01-29 12:32:45,other,Escalated,Hiji,Japan,mhoutenfe@wise.com,3,FALSE,Level 1,Phone,2024-02-07 03:48:19,Closed,Chat,Medium,9,216
zjwq-3302-6024,Darrel Scotts,2024-02-27 13:24:18,assets/_investments,Escalated,Ampelgading,Indonesia,dscottsff@wise.com,3,FALSE,Level 3,Email,2024-03-02 20:40:14,Closed,Chat,Low,4,96
cvar-4238-5408,Derick Sandwith,2024-02-14 12:22:38,plastic,Pending,Telheira,Portugal,dsandwithfg@wise.com,,FALSE,,Phone,,Open,Email,Low,,
oupf-2782-6301,Alanson Epps,2024-03-01 04:21:02,hat,Resolved,Philadelphia,United States,aeppsfh@wise.com,,FALSE,,Chat,,Closed,Email,Low,,
rfyg-3987-6530,Jessey Corbyn,2024-04-13 14:17:50,technical_issues,Pending,Qiulu,China,jcorbynfi@wise.com,,FALSE,,Phone,,In Progress,Chat,Medium,,
jdef-9253-4480,Carr Gartery,2024-06-26 03:23:52,assets/_investments,Resolved,Orléans,France,cgarteryfj@wise.com,,FALSE,,Email,,Closed,Call,Medium,,
luag-3954-5024,Laurie Habershaw,2024-03-06 18:00:41,customer_service,Pending,Kigali,Rwanda,lhabershawfk@wise.com,,TRUE,,Phone,,Open,Chat,Low,,
llrg-4874-9936,Homerus Oboy,2024-03-23 05:46:50,plastic,Pending,Monrovia,Liberia,hoboyfl@wise.com,,FALSE,,Email,,In Progress,Chat,High,,
xeim-9246-0689,Jerrome Kearney,2024-06-05 16:14:47,verification,Escalated,Arevshat,Armenia,jkearneyfm@wise.com,4,TRUE,Level 3,Chat,2024-06-09 05:15:32,Closed,Call,High,4,96
vxeq-8233-7528,Paige Mosten,2024-05-10 20:32:29,technical_issues,Escalated,Propriá,Brazil,pmostenfn@wise.com,,FALSE,Level 1,Phone,,Closed,Call,Low,,
mwnw-6577-8738,Effie Boneham,2024-03-11 16:40:24,fees,Pending,Tianzishan,China,ebonehamfo@wise.com,,FALSE,,Phone,,In Progress,Chat,Low,,
mwpi-2139-8551,Pollyanna Mocher,2024-03-09 11:48:26,verification,Resolved,Sanhu,China,pmocherfp@wise.com,5,TRUE,,Phone,2024-03-19 04:55:10,Closed,Chat,Low,10,240
yrco-5973-3815,Dag Bigley,2024-03-03 11:29:57,customer_service,Pending,Juncalito Abajo,Dominican Republic,dbigleyfq@wise.com,,FALSE,,Phone,,Open,Call,Medium,,
pkhv-6334-5687,Napoleon Klesl,2024-02-24 14:48:40,other,Pending,Magoúla,Greece,nkleslfr@wise.com,,TRUE,,Chat,,In Progress,Chat,Low,,
vvmf-7087-8940,Marwin Ceaser,2024-03-10 20:15:07,privacy,Pending,Daet,Philippines,mceaserfs@wise.com,,TRUE,,Chat,,In Progress,Chat,High,,
obxf-3286-4120,Orv Ikringill,2024-06-08 23:20:03,fees,Resolved,Stockholm,Sweden,oikringillft@wise.com,,TRUE,,Phone,,Closed,Chat,High,,
pwha-4409-6736,Lauren Blackater,2024-05-09 22:07:10,other,Escalated,Banjar Dharmasemedi,Indonesia,lblackaterfu@wise.com,,FALSE,Level 1,Chat,,Closed,Email,Medium,,
cbbh-0183-7128,Dulciana Gimblett,2024-03-30 04:40:15,account_deactivation,Resolved,Carreira,Portugal,dgimblettfv@wise.com,4,FALSE,,Chat,2024-04-02 01:49:44,Closed,Email,Low,3,72
wxer-5694-8791,Gaven Greatex,2024-02-28 14:00:28,privacy,Escalated,Ålesund,Norway,ggreatexfw@wise.com,,TRUE,Level 1,Chat,,Closed,Email,Medium,,
vaqg-4497-8850,Delores Greated,2024-04-28 02:52:50,kyc_transfer_on_hold,Pending,Wakkanai,Japan,dgreatedfx@wise.com,,FALSE,,Email,,In Progress,Email,High,,
jytv-3876-5150,Mary Itter,2024-05-14 00:43:25,where_s_my_money,Escalated,Polonne,Ukraine,mitterfy@wise.com,2,TRUE,Level 1,Email,2024-05-17 01:09:08,Closed,Call,Low,3,72
xpsw-7028-8843,Darya Cescot,2024-02-26 06:07:56,privacy,Pending,Paris 05,France,dcescotfz@wise.com,,FALSE,,Phone,,Open,Email,Low,,
tfzh-9421-6668,Kirbee Brownsill,2024-04-26 05:46:04,where_s_my_money,Pending,Costeira do Pirajubae,Brazil,kbrownsillg0@wise.com,,TRUE,,Phone,,In Progress,Email,Low,,
ajdn-0347-0173,Esra Poletto,2024-05-11 08:42:01,hat,Resolved,Bjärred,Sweden,epolettog1@wise.com,,TRUE,,Phone,,Closed,Call,High,,
evlt-3428-6616,Leodora Lawley,2024-01-03 10:28:18,scam,Resolved,Kongsvinger,Norway,llawleyg2@wise.com,,FALSE,,Email,,Closed,Chat,Low,,
sxwu-3520-4211,Rosalie McLoney,2024-03-07 07:53:47,where_s_my_money,Pending,Chipoka,Malawi,rmcloneyg3@wise.com,,TRUE,,Email,,In Progress,Chat,Medium,,
dqeg-4966-1414,Tabb Proctor,2024-03-16 01:08:32,verification,Escalated,Al Manāqil,Sudan,tproctorg4@wise.com,,TRUE,Level 1,Phone,,Closed,Chat,Low,,
qwfe-4946-1291,Sawyer Wootton,2024-05-10 16:58:52,hat,Escalated,Lobatse,Botswana,swoottong5@wise.com,2,TRUE,Level 2,Email,2024-05-16 23:34:58,Closed,Chat,Low,6,144
mnwy-0278-0345,Andeee Bredee,2024-02-16 21:55:03,customer_service,Escalated,Stulovo,Russia,abredeeg6@wise.com,,TRUE,Level 1,Phone,,Closed,Chat,Medium,,
kptf-3094-0617,Bab Discombe,2024-03-15 18:34:08,hat,Escalated,Kungsör,Sweden,bdiscombeg7@wise.com,1,TRUE,Level 1,Email,2024-03-25 12:47:55,Closed,Call,Low,10,240
evnz-3734-0697,Cyndy Rimer,2024-01-05 13:49:59,where_s_my_money,Resolved,Elat,Indonesia,crimerg8@wise.com,,TRUE,,Phone,,Closed,Chat,Medium,,
cptq-7296-8765,Antonio Kabisch,2024-02-01 15:53:36,where_s_my_money,Pending,Travesía,Honduras,akabischg9@wise.com,,FALSE,,Chat,,Open,Chat,Low,,
uwtg-6001-2810,Raff Bernette,2024-01-04 15:39:04,technical_issues,Resolved,Vila Pouca da Beira,Portugal,rbernettega@wise.com,5,TRUE,,Email,2024-01-12 00:07:57,Closed,Email,Low,8,192
czqm-3501-0091,Bruis Greatbach,2024-06-05 22:03:21,hat,Resolved,Vangaži,Latvia,bgreatbachgb@wise.com,4,TRUE,,Chat,2024-06-08 14:56:55,Closed,Email,High,3,72
